source;target;weight
116;114;85.49
116;117;77.07
116;119;33.77
116;120;24.01
116;134;78.84
116;135;35.77
116;143;43.31
117;89;60.35
117;115;66.50
117;116;77.07
117;119;91.67
117;120;23.39
117;121;92.31
117;122;87.81
117;123;36.94
117;124;74.63
117;129;93.55
117;130;14.33
117;131;41.45
117;136;14.05
117;143;19.38
117;158;92.57
118;107;93.22
118;109;19.57
118;112;91.06
118;114;61.68
118;115;89.01
118;119;24.83
118;123;58.24
118;125;13.39
118;126;78.16
118;127;76.31
118;134;66.85
118;140;90.62
118;145;83.91
118;155;51.49
118;168;46.64
119;46;59.18
119;100;30.91
119;102;17.54
119;107;23.90
119;111;67.27
119;112;19.97
119;115;82.53
119;116;33.77
119;117;91.67
119;118;24.83
119;120;100.81
119;122;46.49
119;129;49.07
119;137;83.46
119;150;67.98
120;100;88.43
120;102;86.34
120;107;57.43
120;115;57.29
120;116;24.01
120;117;23.39
120;119;100.81
120;123;65.37
120;127;76.24
120;130;37.83
120;131;97.52
120;134;34.49
120;141;83.50
120;151;47.12
120;154;40.46
121;105;80.02
121;117;92.31
121;122;82.92
121;123;99.61
121;124;87.55
121;125;31.45
121;127;90.34
121;130;25.77
121;131;62.42
121;136;71.37
121;137;45.37
121;141;54.28
121;149;99.83
121;164;8.97
121;182;70.72
122;97;40.88
122;99;5.65
122;106;63.39
122;108;20.25
122;111;82.24
122;114;17.12
122;115;1.75
122;117;87.81
122;119;46.49
122;121;82.92
122;124;61.65
122;129;62.35
122;130;86.36
122;133;47.24
122;152;88.46
123;92;74.51
123;93;21.84
123;104;62.45
123;106;88.25
123;110;89.53
123;117;36.94
123;118;58.24
123;120;65.37
123;121;99.61
123;126;94.27
123;131;52.83
123;132;31.46
123;135;59.19
123;140;57.72
123;155;18.41
124;99;15.60
124;113;51.66
124;117;74.63
124;121;87.55
124;122;61.65
124;126;75.60
124;127;14.05
124;128;37.85
124;129;14.30
124;132;27.32
124;133;21.65
124;134;29.69
124;144;50.54
124;147;7.70
124;150;16.81
125;109;47.41
125;114;34.77
125;115;95.05
125;118;13.39
125;121;31.45
125;126;54.33
125;128;13.11
125;132;40.22
125;138;60.49
125;139;90.47
125;142;22.50
125;144;30.81
125;147;50.83
125;152;48.99
125;156;83.54
126;55;49.47
126;96;62.78
126;106;83.82
126;107;3.36
126;111;14.01
126;118;78.16
126;123;94.27
126;124;75.60
126;125;54.33
126;127;79.96
126;129;23.11
126;130;62.77
126;136;92.30
126;151;41.08
126;182;64.52
127;91;74.47
127;103;98.06
127;115;34.16
127;118;76.31
127;120;76.24
127;121;90.34
127;124;14.05
127;126;79.96
127;128;11.63
127;132;30.39
127;135;26.61
127;145;35.17
127;155;53.39
127;159;68.64
127;181;2.97
128;101;41.43
128;104;67.36
128;106;84.02
128;115;84.37
128;124;37.85
128;125;13.11
128;127;11.63
128;131;30.44
128;132;85.78
128;133;23.21
128;135;8.65
128;136;42.24
128;151;21.26
128;167;55.27
128;193;75.97
129;47;12.01
129;93;69.68
129;99;27.63
129;107;39.13
129;114;46.38
129;117;93.55
129;119;49.07
129;122;62.35
129;124;14.30
129;126;23.11
129;132;76.18
129;137;16.95
129;142;82.25
129;148;36.16
129;154;60.52
130;91;2.34
130;117;14.33
130;120;37.83
130;121;25.77
130;122;86.36
130;126;62.77
130;132;65.35
130;133;73.32
130;137;40.17
130;141;38.63
130;150;17.83
130;153;34.87
130;155;32.91
130;163;71.43
130;180;82.87
131;83;70.91
131;99;17.32
131;100;9.30
131;103;66.30
131;117;41.45
131;120;97.52
131;121;62.42
131;123;52.83
131;128;30.44
131;134;52.51
131;140;77.34
131;142;88.83
131;146;13.31
131;156;45.64
131;172;36.87
132;104;70.40
132;106;24.15
132;123;31.46
132;124;27.32
132;125;40.22
132;127;30.39
132;128;85.78
132;129;76.18
132;130;65.35
132;133;19.79
132;134;73.16
132;136;7.41
132;139;89.20
132;140;99.70
132;147;53.29
133;92;46.54
133;110;99.13
133;122;47.24
133;124;21.65
133;128;23.21
133;130;73.32
133;132;19.79
133;134;48.92
133;135;62.92
133;137;100.42
133;139;87.54
133;156;39.57
133;159;59.48
133;164;53.90
133;181;6.02
134;116;78.84
134;118;66.85
134;120;34.49
134;124;29.69
134;131;52.51
134;132;73.16
134;133;48.92
134;136;37.22
134;137;47.14
134;139;42.88
134;141;50.69
134;142;31.82
134;145;91.44
134;146;14.17
134;147;70.03
135;105;34.65
135;116;35.77
135;123;59.19
135;127;26.61
135;128;8.65
135;133;62.92
135;136;83.93
135;137;16.73
135;141;29.09
135;144;3.85
135;146;25.39
135;147;77.49
135;151;3.24
135;161;67.47
135;180;4.04
136;98;26.16
136;115;29.14
136;117;14.05
136;121;71.37
136;126;92.30
136;128;42.24
136;132;7.41
136;134;37.22
136;135;83.93
136;137;54.70
136;139;3.73
136;141;45.17
136;147;96.19
136;160;82.47
136;191;65.73
137;90;92.74
137;105;89.59
137;119;83.46
137;121;45.37
137;129;16.95
137;130;40.17
137;133;100.42
137;134;47.14
137;135;16.73
137;136;54.70
137;138;6.64
137;144;81.20
137;157;53.46
137;158;61.96
137;163;67.78
138;98;64.13
138;108;28.70
138;110;7.91
138;125;60.49
138;137;6.64
138;139;71.10
138;143;47.37
138;145;9.29
138;150;26.83
138;154;14.67
138;155;76.57
138;158;24.42
138;164;20.79
138;167;50.31
138;194;45.04
139;108;63.36
139;125;90.47
139;132;89.20
139;133;87.54
139;134;42.88
139;136;3.73
139;138;71.10
139;140;47.14
139;142;63.13
139;146;64.86
139;157;72.53
139;162;34.24
139;165;43.70
139;187;26.74
139;197;44.50
140;113;24.23
140;118;90.62
140;123;57.72
140;131;77.34
140;132;99.70
140;139;47.14
140;142;89.42
140;144;94.32
140;148;100.64
140;150;10.09
140;153;35.74
140;156;49.62
140;157;18.56
140;170;65.63
140;212;55.47
141;114;57.31
141;120;83.50
141;121;54.28
141;130;38.63
141;134;50.69
141;135;29.09
141;136;45.17
141;143;61.46
141;144;77.28
141;145;28.89
141;147;19.65
141;148;57.61
141;149;55.82
141;176;30.70
141;211;4.42
142;104;20.49
142;125;22.50
142;129;82.25
142;131;88.83
142;134;31.82
142;139;63.13
142;140;89.42
142;143;70.41
142;149;98.31
142;151;24.85
142;156;44.61
142;159;99.70
142;162;87.19
142;171;44.53
142;179;6.32
143;77;40.88
143;113;21.97
143;116;43.31
143;117;19.38
143;138;47.37
143;141;61.46
143;142;70.41
143;144;15.80
143;147;39.88
143;148;14.25
143;157;69.73
143;158;52.69
143;159;97.83
143;161;59.82
143;193;1.04
144;93;72.61
144;124;50.54
144;125;30.81
144;135;3.85
144;137;81.20
144;140;94.32
144;141;77.28
144;143;15.80
144;147;89.68
144;148;41.18
144;152;45.74
144;156;57.94
144;160;70.48
144;167;54.47
144;173;9.39
145;99;8.71
145;118;83.91
145;127;35.17
145;134;91.44
145;138;9.29
145;141;28.89
145;146;17.26
145;149;62.53
145;151;89.35
145;153;54.40
145;157;34.90
145;159;17.02
145;160;18.58
145;164;11.83
145;178;48.78
146;60;63.74
146;112;32.00
146;131;13.31
146;134;14.17
146;135;25.39
146;139;64.86
146;145;17.26
146;148;49.53
146;156;52.50
146;157;76.98
146;158;13.29
146;162;25.45
146;166;93.79
146;182;82.35
146;193;10.43
147;115;24.60
147;124;7.70
147;125;50.83
147;132;53.29
147;134;70.03
147;135;77.49
147;136;96.19
147;141;19.65
147;143;39.88
147;144;89.68
147;155;100.12
147;156;39.25
147;157;72.47
147;161;17.13
147;181;33.72
148;107;74.31
148;129;36.16
148;140;100.64
148;141;57.61
148;143;14.25
148;144;41.18
148;146;49.53
148;149;98.48
148;153;5.39
148;154;20.80
148;155;73.56
148;157;88.35
148;165;17.14
148;169;66.06
148;172;72.13
149;121;99.83
149;141;55.82
149;142;98.31
149;145;62.53
149;148;98.48
149;150;79.59
149;152;50.60
149;153;84.21
149;154;88.58
149;156;16.98
149;160;68.19
149;163;4.20
149;165;3.20
149;170;8.67
149;183;38.98
150;119;67.98
150;124;16.81
150;130;17.83
150;138;26.83
150;140;10.09
150;149;79.59
150;151;68.90
150;152;59.78
150;154;81.05
150;160;15.19
150;170;83.41
150;173;39.20
150;174;26.20
150;190;90.55
150;191;4.07
151;104;25.06
151;115;51.70
151;120;47.12
151;126;41.08
151;128;21.26
151;135;3.24
151;142;24.85
151;145;89.35
151;150;68.90
151;162;58.89
151;164;26.21
151;166;63.29
151;170;35.71
151;175;87.77
151;184;25.10
152;86;81.19
152;97;52.60
152;122;88.46
152;125;48.99
152;144;45.74
152;149;50.60
152;150;59.78
152;155;10.54
152;157;42.68
152;159;63.60
152;163;32.98
152;167;17.62
152;168;94.71
152;169;1.02
152;195;89.60
153;130;34.87
153;140;35.74
153;145;54.40
153;148;5.39
153;149;84.21
153;154;95.43
153;155;62.58
153;160;82.04
153;165;84.58
153;167;62.74
153;179;50.61
153;188;28.48
153;208;30.40
153;210;65.64
153;211;2.93
154;110;30.60
154;111;27.18
154;120;40.46
154;129;60.52
154;138;14.67
154;148;20.80
154;149;88.58
154;150;81.05
154;153;95.43
154;160;65.54
154;163;10.83
154;170;56.47
154;175;48.77
154;178;99.34
154;184;82.05
155;118;51.49
155;123;18.41
155;127;53.39
155;130;32.91
155;138;76.57
155;147;100.12
155;148;73.56
155;152;10.54
155;153;62.58
155;159;56.48
155;163;58.53
155;164;47.90
155;166;86.92
155;178;82.16
155;187;66.46
156;108;60.06
156;125;83.54
156;131;45.64
156;133;39.57
156;140;49.62
156;142;44.61
156;144;57.94
156;146;52.50
156;147;39.25
156;149;16.98
156;157;84.27
156;163;53.77
156;164;24.06
156;173;78.97
156;194;73.71
157;137;53.46
157;139;72.53
157;140;18.56
157;143;69.73
157;145;34.90
157;146;76.98
157;147;72.47
157;148;88.35
157;152;42.68
157;156;84.27
157;158;90.18
157;162;28.50
157;166;27.60
157;180;12.32
157;191;49.56
158;109;100.37
158;117;92.57
158;137;61.96
158;138;24.42
158;143;52.69
158;146;13.29
158;157;90.18
158;160;47.61
158;161;45.18
158;162;3.87
158;165;43.78
158;168;91.17
158;172;40.29
158;175;43.28
158;181;98.65
159;127;68.64
159;133;59.48
159;142;99.70
159;143;97.83
159;145;17.02
159;152;63.60
159;155;56.48
159;161;35.08
159;162;20.34
159;164;11.08
159;165;100.51
159;166;15.25
159;168;66.84
159;170;20.76
159;179;62.35
160;136;82.47
160;144;70.48
160;145;18.58
160;149;68.19
160;150;15.19
160;153;82.04
160;154;65.54
160;158;47.61
160;162;63.55
160;166;97.71
160;167;3.22
160;168;45.39
160;175;22.74
160;180;61.09
160;200;56.56
161;135;67.47
161;143;59.82
161;147;17.13
161;158;45.18
161;159;35.08
161;164;8.32
161;165;11.08
161;166;92.45
161;167;37.51
161;168;20.57
161;169;94.20
161;176;32.84
161;178;21.62
161;202;68.14
161;221;61.63
162;139;34.24
162;142;87.19
162;146;25.45
162;151;58.89
162;157;28.50
162;158;3.87
162;159;20.34
162;160;63.55
162;164;49.74
162;168;13.31
162;173;100.97
162;179;98.63
162;180;24.00
162;187;43.95
162;195;19.44
163;130;71.43
163;137;67.78
163;149;4.20
163;152;32.98
163;154;10.83
163;155;58.53
163;156;53.77
163;167;89.81
163;169;66.51
163;172;56.54
163;185;74.21
163;187;90.92
163;188;6.41
163;189;38.89
163;201;58.32
164;121;8.97
164;133;53.90
164;138;20.79
164;145;11.83
164;151;26.21
164;155;47.90
164;156;24.06
164;159;11.08
164;161;8.32
164;162;49.74
164;170;56.93
164;176;49.01
164;178;33.47
164;185;3.45
164;204;20.74
165;139;43.70
165;148;17.14
165;149;3.20
165;153;84.58
165;158;43.78
165;159;100.51
165;161;11.08
165;166;36.03
165;167;22.25
165;171;53.37
165;178;75.10
165;179;53.50
165;193;56.94
165;195;76.48
165;208;22.25
166;146;93.79
166;151;63.29
166;155;86.92
166;157;27.60
166;159;15.25
166;160;97.71
166;161;92.45
166;165;36.03
166;168;23.15
166;176;81.54
166;177;97.03
166;178;21.02
166;184;82.26
166;190;72.71
166;200;69.64
167;128;55.27
167;138;50.31
167;144;54.47
167;152;17.62
167;153;62.74
167;160;3.22
167;161;37.51
167;163;89.81
167;165;22.25
167;168;78.60
167;173;3.58
167;174;5.71
167;185;95.50
167;187;6.06
167;214;32.35
168;118;46.64
168;152;94.71
168;158;91.17
168;159;66.84
168;160;45.39
168;161;20.57
168;162;13.31
168;166;23.15
168;167;78.60
168;170;39.02
168;172;80.23
168;178;80.47
168;180;20.45
168;182;98.94
168;187;63.16
169;148;66.06
169;152;1.02
169;161;94.20
169;163;66.51
169;172;34.26
169;173;19.16
169;174;37.14
169;175;5.67
169;176;22.76
169;177;51.43
169;178;28.67
169;182;12.41
169;183;4.92
169;186;22.23
169;243;75.75
170;140;65.63
170;149;8.67
170;150;83.41
170;151;35.71
170;154;56.47
170;159;20.76
170;164;56.93
170;168;39.02
170;171;73.09
170;172;8.50
170;174;41.15
170;179;83.40
170;185;55.18
170;202;41.50
170;207;25.44
171;112;60.01
171;142;44.53
171;165;53.37
171;170;73.09
171;175;77.24
171;176;47.91
171;179;54.27
171;180;23.50
171;181;40.59
171;184;56.87
171;185;53.23
171;195;48.96
171;197;58.57
171;206;74.74
171;216;16.11
172;131;36.87
172;148;72.13
172;158;40.29
172;163;56.54
172;168;80.23
172;169;34.26
172;170;8.50
172;174;43.79
172;175;70.05
172;176;8.90
172;177;61.40
172;180;95.14
172;182;44.81
172;183;29.28
172;208;80.15
173;144;9.39
173;150;39.20
173;156;78.97
173;162;100.97
173;167;3.58
173;169;19.16
173;174;15.18
173;176;23.25
173;177;10.86
173;179;46.68
173;181;55.62
173;183;78.06
173;188;84.69
173;191;87.14
173;209;69.57
174;150;26.20
174;167;5.71
174;169;37.14
174;170;41.15
174;172;43.79
174;173;15.18
174;175;83.92
174;176;78.15
174;183;99.24
174;184;52.01
174;188;9.75
174;193;20.90
174;202;84.87
174;212;87.33
174;224;80.29
175;151;87.77
175;154;48.77
175;158;43.28
175;160;22.74
175;169;5.67
175;171;77.24
175;172;70.05
175;174;83.92
175;176;16.38
175;177;78.39
175;179;7.24
175;180;89.26
175;184;30.42
175;186;27.78
175;188;15.89
176;64;15.30
176;141;30.70
176;161;32.84
176;164;49.01
176;166;81.54
176;169;22.76
176;171;47.91
176;172;8.90
176;173;23.25
176;174;78.15
176;175;16.38
176;180;84.41
176;182;28.24
176;184;13.17
176;203;70.04
177;166;97.03
177;169;51.43
177;172;61.40
177;173;10.86
177;175;78.39
177;178;86.53
177;179;99.17
177;180;67.85
177;181;11.90
177;190;48.95
177;191;44.16
177;193;100.75
177;194;39.66
177;196;11.87
177;210;65.83
178;145;48.78
178;154;99.34
178;155;82.16
178;161;21.62
178;164;33.47
178;165;75.10
178;166;21.02
178;168;80.47
178;169;28.67
178;177;86.53
178;179;5.81
178;184;66.56
178;186;56.84
178;209;92.45
178;231;84.10
179;142;6.32
179;153;50.61
179;159;62.35
179;162;98.63
179;165;53.50
179;170;83.40
179;171;54.27
179;173;46.68
179;175;7.24
179;177;99.17
179;178;5.81
179;182;63.14
179;184;20.52
179;218;88.21
179;227;97.01
180;130;82.87
180;135;4.04
180;157;12.32
180;160;61.09
180;162;24.00
180;168;20.45
180;171;23.50
180;172;95.14
180;175;89.26
180;176;84.41
180;177;67.85
180;185;99.22
180;187;84.13
180;190;50.30
180;217;15.73
181;127;2.97
181;133;6.02
181;147;33.72
181;158;98.65
181;171;40.59
181;173;55.62
181;177;11.90
181;183;2.52
181;185;15.16
181;187;70.21
181;188;30.87
181;194;28.64
181;198;1.47
181;203;41.31
181;213;39.00
182;121;70.72
182;126;64.52
182;146;82.35
182;168;98.94
182;169;12.41
182;172;44.81
182;176;28.24
182;179;63.14
182;183;93.96
182;184;84.02
182;188;27.77
182;190;28.25
182;205;56.93
182;212;64.67
182;214;70.79
183;149;38.98
183;169;4.92
183;172;29.28
183;173;78.06
183;174;99.24
183;181;2.52
183;182;93.96
183;185;43.76
183;187;46.41
183;188;37.63
183;189;97.50
183;190;25.74
183;198;25.91
183;202;69.59
183;229;14.81
184;151;25.10
184;154;82.05
184;166;82.26
184;171;56.87
184;174;52.01
184;175;30.42
184;176;13.17
184;178;66.56
184;179;20.52
184;182;84.02
184;185;77.81
184;186;51.82
184;188;32.06
184;192;16.37
184;199;41.06
185;163;74.21
185;164;3.45
185;167;95.50
185;170;55.18
185;171;53.23
185;180;99.22
185;181;15.16
185;183;43.76
185;184;77.81
185;187;30.49
185;189;71.93
185;196;3.89
185;208;21.06
185;211;4.17
185;222;91.46
186;169;22.23
186;175;27.78
186;178;56.84
186;184;51.82
186;187;25.99
186;188;38.70
186;190;99.03
186;192;97.06
186;193;67.51
186;198;53.74
186;199;49.85
186;204;67.99
186;214;80.04
186;219;40.03
186;230;75.39
187;139;26.74
187;155;66.46
187;162;43.95
187;163;90.92
187;167;6.06
187;168;63.16
187;180;84.13
187;181;70.21
187;183;46.41
187;185;30.49
187;186;25.99
187;189;90.63
187;192;30.40
187;205;75.55
187;230;16.24
188;153;28.48
188;163;6.41
188;173;84.69
188;174;9.75
188;175;15.89
188;181;30.87
188;182;27.77
188;183;37.63
188;184;32.06
188;186;38.70
188;190;1.74
188;193;58.37
188;195;46.80
188;199;62.29
188;202;84.96
189;163;38.89
189;183;97.50
189;185;71.93
189;187;90.63
189;192;76.52
189;194;57.23
189;195;91.20
189;196;68.85
189;197;16.24
189;201;72.47
189;206;11.02
189;211;81.94
189;213;21.91
189;216;31.25
189;239;50.29
190;150;90.55
190;166;72.71
190;177;48.95
190;180;50.30
190;182;28.25
190;183;25.74
190;186;99.03
190;188;1.74
190;191;30.43
190;192;22.24
190;199;100.21
190;204;67.00
190;207;77.59
190;212;62.36
190;221;53.31
191;136;65.73
191;150;4.07
191;157;49.56
191;173;87.14
191;177;44.16
191;190;30.43
191;194;54.42
191;195;20.43
191;196;63.37
191;199;11.99
191;201;6.11
191;207;78.83
191;214;86.81
191;222;91.16
191;227;64.86
192;105;24.53
192;184;16.37
192;186;97.06
192;187;30.40
192;189;76.52
192;190;22.24
192;193;35.11
192;195;20.93
192;197;57.61
192;200;21.54
192;201;87.74
192;208;72.75
192;212;22.54
192;217;48.02
192;218;12.19
193;128;75.97
193;143;1.04
193;146;10.43
193;165;56.94
193;174;20.90
193;177;100.75
193;186;67.51
193;188;58.37
193;192;35.11
193;196;45.49
193;197;58.11
193;198;45.86
193;204;53.74
193;210;4.28
193;217;48.73
194;138;45.04
194;156;73.71
194;177;39.66
194;181;28.64
194;189;57.23
194;191;54.42
194;196;67.26
194;199;12.49
194;200;84.76
194;203;62.49
194;205;18.09
194;209;19.17
194;215;79.25
194;217;55.46
194;220;84.04
195;152;89.60
195;162;19.44
195;165;76.48
195;171;48.96
195;188;46.80
195;189;91.20
195;191;20.43
195;192;20.93
195;199;41.89
195;200;42.57
195;205;1.92
195;209;30.68
195;210;8.43
195;222;96.13
195;223;77.77
196;177;11.87
196;185;3.89
196;189;68.85
196;191;63.37
196;193;45.49
196;194;67.26
196;197;15.50
196;200;76.67
196;202;72.70
196;204;10.64
196;209;15.91
196;210;36.40
196;213;36.84
196;214;50.50
196;227;20.96
197;139;44.50
197;171;58.57
197;189;16.24
197;192;57.61
197;193;58.11
197;196;15.50
197;198;79.96
197;199;36.03
197;200;7.67
197;201;56.65
197;202;36.17
197;205;86.55
197;206;50.95
197;219;14.44
197;222;22.23
198;181;1.47
198;183;25.91
198;186;53.74
198;193;45.86
198;197;79.96
198;199;74.37
198;200;58.43
198;204;31.30
198;205;31.78
198;208;56.32
198;211;65.50
198;217;25.56
198;221;43.75
198;225;79.75
198;263;60.46
199;184;41.06
199;186;49.85
199;188;62.29
199;190;100.21
199;191;11.99
199;194;12.49
199;195;41.89
199;197;36.03
199;198;74.37
199;200;27.46
199;201;6.16
199;203;99.77
199;211;36.72
199;216;56.03
199;233;21.95
200;160;56.56
200;166;69.64
200;192;21.54
200;194;84.76
200;195;42.57
200;196;76.67
200;197;7.67
200;198;58.43
200;199;27.46
200;202;62.46
200;203;22.33
200;205;84.28
200;213;39.75
200;222;39.67
200;268;72.64
201;163;58.32
201;189;72.47
201;191;6.11
201;192;87.74
201;197;56.65
201;199;6.16
201;202;4.03
201;207;31.39
201;213;46.43
201;217;29.93
201;218;48.19
201;227;20.20
201;241;45.54
201;251;24.85
201;269;53.74
202;161;68.14
202;170;41.50
202;174;84.87
202;183;69.59
202;188;84.96
202;196;72.70
202;197;36.17
202;200;62.46
202;201;4.03
202;203;9.46
202;207;45.56
202;208;19.27
202;209;51.76
202;212;48.46
202;217;28.25
203;176;70.04
203;181;41.31
203;194;62.49
203;199;99.77
203;200;22.33
203;202;9.46
203;204;67.00
203;206;52.22
203;208;65.54
203;211;99.33
203;212;99.91
203;213;50.55
203;217;91.72
203;223;42.58
203;229;30.42
204;164;20.74
204;186;67.99
204;190;67.00
204;193;53.74
204;196;10.64
204;198;31.30
204;203;67.00
204;205;21.07
204;207;96.55
204;213;71.36
204;216;98.14
204;222;77.49
204;228;58.59
204;236;13.92
204;257;78.50
205;182;56.93
205;187;75.55
205;194;18.09
205;195;1.92
205;197;86.55
205;198;31.78
205;200;84.28
205;204;21.07
205;208;74.94
205;212;96.85
205;213;39.41
205;215;14.17
205;220;99.89
205;225;96.89
205;248;29.87
206;171;74.74
206;189;11.02
206;197;50.95
206;203;52.22
206;207;26.34
206;208;44.28
206;209;75.25
206;214;30.22
206;215;12.24
206;221;88.54
206;222;39.44
206;227;63.05
206;234;37.51
206;236;24.54
206;242;17.18
207;170;25.44
207;190;77.59
207;191;78.83
207;201;31.39
207;202;45.56
207;204;96.55
207;206;26.34
207;209;77.90
207;211;88.10
207;212;33.80
207;215;48.22
207;219;15.86
207;220;54.39
207;230;99.15
207;238;54.74
208;153;30.40
208;165;22.25
208;172;80.15
208;185;21.06
208;192;72.75
208;198;56.32
208;202;19.27
208;203;65.54
208;205;74.94
208;206;44.28
208;210;9.18
208;218;82.71
208;223;68.51
208;224;32.35
208;228;3.40
209;173;69.57
209;178;92.45
209;194;19.17
209;195;30.68
209;196;15.91
209;202;51.76
209;206;75.25
209;207;77.90
209;210;43.84
209;211;8.48
209;216;32.64
209;218;84.22
209;221;36.49
209;223;82.32
209;246;40.25
210;153;65.64
210;177;65.83
210;193;4.28
210;195;8.43
210;196;36.40
210;208;9.18
210;209;43.84
210;212;15.53
210;215;64.78
210;216;62.02
210;221;82.94
210;227;46.32
210;231;3.12
210;235;37.35
210;251;51.30
211;141;4.42
211;153;2.93
211;185;4.17
211;189;81.94
211;198;65.50
211;199;36.72
211;203;99.33
211;207;88.10
211;209;8.48
211;213;23.93
211;220;89.32
211;223;16.18
211;230;46.31
211;242;59.26
211;321;67.24
212;140;55.47
212;174;87.33
212;182;64.67
212;190;62.36
212;192;22.54
212;202;48.46
212;203;99.91
212;205;96.85
212;207;33.80
212;210;15.53
212;213;19.85
212;217;17.58
212;219;25.43
212;227;34.19
212;234;64.83
213;181;39.00
213;189;21.91
213;196;36.84
213;200;39.75
213;201;46.43
213;203;50.55
213;204;71.36
213;205;39.41
213;211;23.93
213;212;19.85
213;215;2.95
213;220;35.51
213;227;34.90
213;228;87.76
213;236;30.82
214;167;32.35
214;182;70.79
214;186;80.04
214;191;86.81
214;196;50.50
214;206;30.22
214;218;37.42
214;219;83.88
214;220;14.90
214;222;100.80
214;223;84.13
214;224;91.17
214;227;98.68
214;247;15.18
214;258;86.46
215;194;79.25
215;205;14.17
215;206;12.24
215;207;48.22
215;210;64.78
215;213;2.95
215;217;12.41
215;219;44.39
215;221;94.18
215;223;31.60
215;226;43.89
215;228;28.34
215;238;71.15
215;249;56.08
215;258;35.14
216;171;16.11
216;189;31.25
216;199;56.03
216;204;98.14
216;209;32.64
216;210;62.02
216;217;64.84
216;218;30.54
216;219;94.26
216;223;97.76
216;227;14.10
216;228;20.92
216;229;84.72
216;235;47.40
216;242;35.79
217;180;15.73
217;192;48.02
217;193;48.73
217;194;55.46
217;198;25.56
217;201;29.93
217;202;28.25
217;203;91.72
217;212;17.58
217;215;12.41
217;216;64.84
217;220;48.32
217;222;5.91
217;233;27.90
217;260;83.31
218;179;88.21
218;192;12.19
218;201;48.19
218;208;82.71
218;209;84.22
218;214;37.42
218;216;30.54
218;220;30.72
218;224;30.00
218;231;31.51
218;239;3.30
218;242;73.85
218;243;28.87
218;249;47.00
218;289;51.30
219;186;40.03
219;197;14.44
219;207;15.86
219;212;25.43
219;214;83.88
219;215;44.39
219;216;94.26
219;224;10.40
219;225;40.10
219;229;38.90
219;230;59.89
219;233;30.00
219;241;2.24
219;256;85.26
219;277;98.85
220;194;84.04
220;205;99.89
220;207;54.39
220;211;89.32
220;213;35.51
220;214;14.90
220;217;48.32
220;218;30.72
220;221;15.78
220;222;98.49
220;225;78.84
220;227;48.10
220;231;94.75
220;239;5.84
220;240;27.16
221;161;61.63
221;190;53.31
221;198;43.75
221;206;88.54
221;209;36.49
221;210;82.94
221;215;94.18
221;220;15.78
221;228;63.73
221;229;4.01
221;231;32.84
221;233;70.59
221;236;55.02
221;246;72.26
221;249;43.13
222;185;91.46
222;191;91.16
222;195;96.13
222;197;22.23
222;200;39.67
222;204;77.49
222;206;39.44
222;214;100.80
222;217;5.91
222;220;98.49
222;224;74.36
222;228;6.18
222;240;17.42
222;244;4.30
222;256;40.51
223;195;77.77
223;203;42.58
223;208;68.51
223;209;82.32
223;211;16.18
223;214;84.13
223;215;31.60
223;216;97.76
223;226;70.00
223;231;64.59
223;235;72.02
223;236;28.65
223;237;33.20
223;241;96.30
223;243;17.97
224;174;80.29
224;208;32.35
224;214;91.17
224;218;30.00
224;219;10.40
224;222;74.36
224;225;70.74
224;226;2.77
224;229;56.80
224;231;36.61
224;232;14.31
224;233;91.15
224;249;45.80
224;251;20.77
224;266;31.16
225;198;79.75
225;205;96.89
225;219;40.10
225;220;78.84
225;224;70.74
225;227;84.36
225;228;53.38
225;229;78.87
225;230;83.86
225;231;61.66
225;233;7.61
225;238;77.61
225;250;51.32
225;251;97.93
225;254;28.94
226;215;43.89
226;223;70.00
226;224;2.77
226;227;33.30
226;228;76.46
226;229;20.57
226;230;11.60
226;231;41.86
226;232;13.79
226;234;11.90
226;239;80.93
226;240;33.51
226;245;23.01
226;268;44.52
226;277;7.91
227;179;97.01
227;191;64.86
227;196;20.96
227;201;20.20
227;206;63.05
227;210;46.32
227;212;34.19
227;213;34.90
227;214;98.68
227;216;14.10
227;220;48.10
227;225;84.36
227;226;33.30
227;239;61.22
227;240;75.77
228;204;58.59
228;208;3.40
228;213;87.76
228;215;28.34
228;216;20.92
228;221;63.73
228;222;6.18
228;225;53.38
228;226;76.46
228;229;12.60
228;242;97.41
228;244;83.90
228;255;17.10
228;259;75.16
228;264;4.84
229;183;14.81
229;203;30.42
229;216;84.72
229;219;38.90
229;221;4.01
229;224;56.80
229;225;78.87
229;226;20.57
229;228;12.60
229;231;84.99
229;236;50.48
229;238;58.64
229;239;77.71
229;244;75.17
229;262;96.04
230;186;75.39
230;187;16.24
230;207;99.15
230;211;46.31
230;219;59.89
230;225;83.86
230;226;11.60
230;232;75.65
230;233;62.97
230;237;63.66
230;238;5.08
230;239;4.42
230;250;68.85
230;253;47.09
230;262;1.02
231;178;84.10
231;210;3.12
231;218;31.51
231;220;94.75
231;221;32.84
231;223;64.59
231;224;36.61
231;225;61.66
231;226;41.86
231;229;84.99
231;234;39.11
231;236;20.87
231;242;56.94
231;248;56.59
231;256;64.90
232;224;14.31
232;226;13.79
232;230;75.65
232;236;5.58
232;237;27.04
232;238;10.51
232;243;34.06
232;245;52.77
232;246;91.22
232;248;72.62
232;249;18.94
232;251;67.11
232;253;97.83
232;260;66.22
232;305;96.29
233;199;21.95
233;217;27.90
